match_id,home_team,away_team,score_90min,stage,match_date,is_extra_time,is_penalty,source,source_priority,source_url,confidence
M-1966-15,Soviet Union,Italy,1-0,group stage,1966-07-16 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1966-16,England,Mexico,2-0,group stage,1966-07-16 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1966-17,Mexico,Uruguay,0-0,group stage,1966-07-19 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1966-18,Argentina,Switzerland,2-0,group stage,1966-07-19 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1966-19,Portugal,Brazil,3-1,group stage,1966-07-19 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1966-20,North Korea,Italy,1-0,group stage,1966-07-19 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1966-21,England,France,2-0,group stage,1966-07-20 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1966-22,West Germany,Spain,2-1,group stage,1966-07-20 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1966-23,Hungary,Bulgaria,2-2,group stage,1966-07-20 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1966-24,Soviet Union,Chile,2-1,group stage,1966-07-20 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1966-25,England,Argentina,1-0,quarter-finals,1966-07-23 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1966-26,Portugal,North Korea,5-3,quarter-finals,1966-07-23 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1966-27,Soviet Union,Hungary,2-1,quarter-finals,1966-07-23 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1966-28,West Germany,Uruguay,4-0,quarter-finals,1966-07-23 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1966-29,West Germany,Soviet Union,2-1,semi-finals,1966-07-25 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1966-30,England,Portugal,2-1,semi-finals,1966-07-26 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1966-31,Portugal,Soviet Union,2-1,third-place match,1966-07-28 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1966-32,England,West Germany,2-2,final,1966-07-30 00:00:00+00:00,True,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1970-01,Mexico,Soviet Union,0-0,group stage,1970-05-31 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1970-02,Uruguay,Israel,2-0,group stage,1970-06-02 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1970-03,England,Romania,1-0,group stage,1970-06-02 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1970-04,Peru,Bulgaria,3-2,group stage,1970-06-02 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1970-05,Belgium,El Salvador,3-0,group stage,1970-06-03 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1970-06,Italy,Sweden,1-0,group stage,1970-06-03 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1970-07,Brazil,Czechoslovakia,4-1,group stage,1970-06-03 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1970-08,West Germany,Morocco,2-1,group stage,1970-06-03 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1970-09,Soviet Union,Belgium,4-1,group stage,1970-06-06 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1970-10,Uruguay,Italy,0-0,group stage,1970-06-06 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1970-11,Romania,Czechoslovakia,2-1,group stage,1970-06-06 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1970-12,Peru,Morocco,3-0,group stage,1970-06-06 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1970-13,Mexico,El Salvador,4-0,group stage,1970-06-07 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1970-14,Sweden,Israel,1-1,group stage,1970-06-07 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1970-15,Brazil,England,1-0,group stage,1970-06-07 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1970-16,West Germany,Bulgaria,5-2,group stage,1970-06-07 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1970-17,Soviet Union,El Salvador,2-0,group stage,1970-06-10 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1970-18,Sweden,Uruguay,1-0,group stage,1970-06-10 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1970-19,Brazil,Romania,3-2,group stage,1970-06-10 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1970-20,West Germany,Peru,3-1,group stage,1970-06-10 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1970-21,Mexico,Belgium,1-0,group stage,1970-06-11 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1970-22,Italy,Israel,0-0,group stage,1970-06-11 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1970-23,England,Czechoslovakia,1-0,group stage,1970-06-11 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1970-24,Bulgaria,Morocco,1-1,group stage,1970-06-11 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1970-25,Brazil,Peru,4-2,quarter-finals,1970-06-14 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1970-26,Italy,Mexico,3-2,quarter-finals,1970-06-14 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1970-27,Soviet Union,Uruguay,0-0,quarter-finals,1970-06-14 00:00:00+00:00,True,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1970-28,West Germany,England,2-2,quarter-finals,1970-06-14 00:00:00+00:00,True,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1970-29,Brazil,Uruguay,3-1,semi-finals,1970-06-17 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1970-30,Italy,West Germany,1-1,semi-finals,1970-06-17 00:00:00+00:00,True,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1970-31,West Germany,Uruguay,1-0,third-place match,1970-06-20 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1970-32,Brazil,Italy,4-1,final,1970-06-21 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-01,Brazil,Yugoslavia,0-0,group stage,1974-06-13 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-02,West Germany,Chile,1-0,group stage,1974-06-14 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-03,East Germany,Australia,1-1,group stage,1974-06-14 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-04,Zaire,Scotland,0-2,group stage,1974-06-14 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-05,Sweden,Bulgaria,0-0,group stage,1974-06-15 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-06,Uruguay,Netherlands,0-2,group stage,1974-06-15 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-07,Italy,Haiti,3-1,group stage,1974-06-15 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-08,Poland,Argentina,3-2,group stage,1974-06-15 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-09,Australia,West Germany,0-3,group stage,1974-06-18 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-10,Chile,East Germany,1-1,group stage,1974-06-18 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-11,Scotland,Brazil,0-0,group stage,1974-06-18 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-12,Yugoslavia,Zaire,9-0,group stage,1974-06-18 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-13,Bulgaria,Uruguay,1-1,group stage,1974-06-19 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-14,Netherlands,Sweden,0-0,group stage,1974-06-19 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-15,Argentina,Italy,2-0,group stage,1974-06-19 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-16,Haiti,Poland,0-7,group stage,1974-06-19 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-17,Australia,Chile,0-0,group stage,1974-06-22 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-18,Scotland,Yugoslavia,1-1,group stage,1974-06-22 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-19,Zaire,Brazil,0-3,group stage,1974-06-22 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-20,East Germany,West Germany,1-0,group stage,1974-06-22 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-21,Bulgaria,Netherlands,0-5,group stage,1974-06-23 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-22,Sweden,Uruguay,3-0,group stage,1974-06-23 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-23,Argentina,Haiti,4-1,group stage,1974-06-23 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-24,Poland,Italy,2-1,group stage,1974-06-23 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-25,Yugoslavia,West Germany,0-2,second group stage,1974-06-26 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-26,Brazil,East Germany,1-0,second group stage,1974-06-26 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-27,Netherlands,Argentina,4-0,second group stage,1974-06-26 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-28,Sweden,Poland,0-1,second group stage,1974-06-26 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-29,Argentina,Brazil,1-2,second group stage,1974-06-30 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-30,East Germany,Netherlands,0-2,second group stage,1974-06-30 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-31,Poland,Yugoslavia,2-1,second group stage,1974-06-30 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-32,West Germany,Sweden,4-2,second group stage,1974-06-30 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-33,Poland,West Germany,0-1,second group stage,1974-07-03 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-34,Argentina,East Germany,1-1,second group stage,1974-07-03 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-35,Netherlands,Brazil,2-0,second group stage,1974-07-03 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-36,Sweden,Yugoslavia,2-1,second group stage,1974-07-03 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-37,Brazil,Poland,0-1,third-place match,1974-07-06 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1974-38,Netherlands,West Germany,1-2,final,1974-07-07 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-01,West Germany,Poland,0-0,group stage,1978-06-01 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-02,Italy,France,2-1,group stage,1978-06-02 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-03,Tunisia,Mexico,3-1,group stage,1978-06-02 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-04,Argentina,Hungary,2-1,group stage,1978-06-02 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-05,Austria,Spain,2-1,group stage,1978-06-03 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-06,Brazil,Sweden,1-1,group stage,1978-06-03 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-07,Netherlands,Iran,3-0,group stage,1978-06-03 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-08,Peru,Scotland,3-1,group stage,1978-06-03 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-09,Italy,Hungary,3-1,group stage,1978-06-06 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-10,Poland,Tunisia,1-0,group stage,1978-06-06 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-11,West Germany,Mexico,6-0,group stage,1978-06-06 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-12,Argentina,France,2-1,group stage,1978-06-06 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-13,Austria,Sweden,1-0,group stage,1978-06-07 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-14,Brazil,Spain,0-0,group stage,1978-06-07 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-15,Netherlands,Peru,0-0,group stage,1978-06-07 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-16,Scotland,Iran,0-2,group stage,1978-06-07 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-17,France,Hungary,3-1,group stage,1978-06-10 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-18,Poland,Mexico,3-1,group stage,1978-06-10 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-19,West Germany,Tunisia,0-0,group stage,1978-06-10 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-20,Argentina,Italy,0-1,group stage,1978-06-10 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-21,Brazil,Austria,1-0,group stage,1978-06-11 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-22,Spain,Sweden,1-0,group stage,1978-06-11 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-23,Peru,Iran,4-1,group stage,1978-06-11 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-24,Scotland,Netherlands,3-2,group stage,1978-06-11 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-25,Austria,Netherlands,1-5,second group stage,1978-06-14 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-26,Italy,West Germany,0-0,second group stage,1978-06-14 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-27,Brazil,Peru,3-0,second group stage,1978-06-14 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-28,Argentina,Poland,2-0,second group stage,1978-06-14 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-29,Peru,Poland,0-1,second group stage,1978-06-18 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-30,Italy,Austria,1-0,second group stage,1978-06-18 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-31,Netherlands,West Germany,2-2,second group stage,1978-06-18 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-32,Argentina,Brazil,0-0,second group stage,1978-06-18 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-33,Austria,West Germany,2-3,second group stage,1978-06-21 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-34,Italy,Netherlands,0-3,second group stage,1978-06-21 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-35,Brazil,Poland,3-1,second group stage,1978-06-21 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-36,Argentina,Peru,6-0,second group stage,1978-06-21 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-37,Brazil,Italy,2-1,third-place match,1978-06-24 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1978-38,Argentina,Netherlands,1-1,final,1978-06-25 00:00:00+00:00,True,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-01,Argentina,Belgium,0-1,group stage,1982-06-13 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-02,Italy,Poland,0-0,group stage,1982-06-14 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-03,Brazil,Soviet Union,2-1,group stage,1982-06-14 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-04,Peru,Cameroon,0-0,group stage,1982-06-15 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-05,Hungary,El Salvador,10-1,group stage,1982-06-15 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-06,Scotland,New Zealand,5-2,group stage,1982-06-15 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-07,West Germany,Algeria,1-2,group stage,1982-06-16 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-08,England,France,3-1,group stage,1982-06-16 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-09,Spain,Honduras,1-1,group stage,1982-06-16 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-10,Chile,Austria,0-1,group stage,1982-06-17 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-11,Czechoslovakia,Kuwait,1-1,group stage,1982-06-17 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-12,Yugoslavia,Northern Ireland,0-0,group stage,1982-06-17 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-13,Italy,Peru,1-1,group stage,1982-06-18 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-14,Argentina,Hungary,4-1,group stage,1982-06-18 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-15,Brazil,Scotland,4-1,group stage,1982-06-18 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-16,Poland,Cameroon,0-0,group stage,1982-06-19 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-17,Belgium,El Salvador,1-0,group stage,1982-06-19 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-18,Soviet Union,New Zealand,3-0,group stage,1982-06-19 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-19,West Germany,Chile,4-1,group stage,1982-06-20 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-20,England,Czechoslovakia,1-1,group stage,1982-06-20 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-21,Spain,Yugoslavia,2-1,group stage,1982-06-20 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-22,Algeria,Austria,0-2,group stage,1982-06-21 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-23,France,Kuwait,4-1,group stage,1982-06-21 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-24,Honduras,Northern Ireland,1-1,group stage,1982-06-21 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-25,Poland,Peru,5-1,group stage,1982-06-22 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-26,Belgium,Hungary,1-1,group stage,1982-06-22 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-27,Soviet Union,Scotland,2-2,group stage,1982-06-22 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-28,Italy,Cameroon,1-1,group stage,1982-06-23 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-29,Argentina,El Salvador,2-0,group stage,1982-06-23 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-30,Brazil,New Zealand,4-0,group stage,1982-06-23 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-31,Algeria,Chile,3-2,group stage,1982-06-24 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-32,France,Czechoslovakia,1-1,group stage,1982-06-24 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-33,Honduras,Yugoslavia,0-1,group stage,1982-06-24 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-34,West Germany,Austria,1-0,group stage,1982-06-25 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-35,England,Kuwait,1-0,group stage,1982-06-25 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-36,Spain,Northern Ireland,0-1,group stage,1982-06-25 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-37,Austria,France,0-1,second group stage,1982-06-28 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-38,Poland,Belgium,3-0,second group stage,1982-06-28 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-39,Italy,Argentina,2-1,second group stage,1982-06-29 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-40,West Germany,England,0-0,second group stage,1982-06-29 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-41,Austria,Northern Ireland,2-2,second group stage,1982-07-01 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-42,Belgium,Soviet Union,0-1,second group stage,1982-07-01 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-43,Argentina,Brazil,1-3,second group stage,1982-07-02 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-44,West Germany,Spain,2-1,second group stage,1982-07-02 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-45,France,Northern Ireland,4-1,second group stage,1982-07-04 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-46,Soviet Union,Poland,0-0,second group stage,1982-07-04 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-47,Italy,Brazil,3-2,second group stage,1982-07-05 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-48,Spain,England,0-0,second group stage,1982-07-05 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-49,Poland,Italy,0-2,semi-finals,1982-07-08 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-50,West Germany,France,1-1,semi-finals,1982-07-08 00:00:00+00:00,True,True,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-51,Poland,France,3-2,third-place match,1982-07-10 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1982-52,Italy,West Germany,3-1,final,1982-07-11 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1986-01,Bulgaria,Italy,1-1,group stage,1986-05-31 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1986-02,Spain,Brazil,0-1,group stage,1986-06-01 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1986-03,Canada,France,0-1,group stage,1986-06-01 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1986-04,Argentina,South Korea,3-1,group stage,1986-06-02 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1986-05,Soviet Union,Hungary,5-1,group stage,1986-06-02 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1986-06,Morocco,Poland,0-0,group stage,1986-06-02 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
M-1986-07,Belgium,Mexico,1-2,group stage,1986-06-03 00:00:00+00:00,False,False,kaggle,1,local:kaggle-worldcup-and-international-results,0.8
